评论,评分,分词
准备随身带充电器或者充电宝或者再带个备用手机,1,准备 随身带 充电器 充电 宝 带个 备用 手机 
我猜这产品有问题的视频应该是审核过不了的估计掐掉要把你掐掉反正奉劝大家不要买越做越差了如果有幸没有掐掉那你请大家看看这无限的嘟嘟嘟声吧买了不到天不允许退货只能维修,1,猜 产品 问题 视频 应该 审核 不了 估计 掐掉 掐掉 反正 奉劝 不要 买 越做越 差 有幸 没有 掐掉 请 看看 无限 嘟 嘟嘟声 买 不到 天 允许 退货 只能 维修 
客服帮忙申请价保超快反还我的钱感谢感谢那一小点点影响不到我使用手机就这样吧,1,客服 帮忙 申请 价保超 快反 钱 感谢 感谢 一小 点点 影响 不到 使用 手机 
差评差评差评手机后壳有一个小凸点网上买的手机就这样吗欺负消费者没有先看货再付款吗都知道很难退换货所以也懒的退换了得了这教训以后该知道怎么买手机了对网上的店失望了谁买谁后悔买了才几天现在又降价无语,1,差评 差评 差评 手机 后壳 一个 小凸点 网上 买 手机 欺负 消费者 没有 先 看货 付款 知道 很难 退换货 懒 退换 教训 以后 知道 买手机 网上 店 失望 买 后悔 买 几天 现在 降价 语 
用了就几天了再来说说吧信号不行一般般如果地铁里没信号之后十分钟都无法有网络必须飞行模式打开重启信号才会有网络续航真的崩溃打王者就打了三个多个小时没电了日常使用也掉电快轻度使用是指偶尔看看网页回个微信也只能七小时左右关键这个的快充亮屏充电估计也就边打游戏边充一个小时充进去说实话充电慢的很夸张有些还会闪退但是不经常估计系统还没优化好吧,1,几天 说 信号 不行 一般般 地铁 里 没 信号 之后 十分钟 无法 网络 必须 飞行 模式 打开 重启 信号 会 网络 续航 真的 崩溃 王者 三个 多个 小时 没电 日常 使用 掉电 快 轻度 使用 指 偶尔 看看 网页 回个 微信 只能 七 小时 左右 关键 快 充亮 屏 充电 估计 打游戏 边充 一个 小时 充 进去 说实话 充电 慢 夸张 还会 闪退 经常 估计 系统 没 优化 
很一般了屏幕也不怎么样震动是真的不行竟然用的塑料边框难怪这么轻薄我也是无语了拆了又不能退了请慎拍啊真的是大意了我还说的产品以为现在还行没想到还是高价低配还不如上代,1,屏幕 不怎么样 震动 真的 不行 竟然 塑料 边框 难怪 轻薄 无语 拆 不能 退 请慎 拍 真的 大意 说 产品 现在 行 没想到 高价 低配 上代 
刚买的手机不到两周玩游戏卡的要死退换不给换新体验感很差,1,刚买 手机 不到 两周 玩 游戏卡 要死 退换 换 新体验 感 差 
对于这款手机拍照效果很失望网上卖家演示拍照效果过于虚张声势了不知道这款蔡司镜头只适用于嘛为什么我的拍出来的效果居然不如千元机的效果好表示这次对的购机效果很失望差评太过于虚张声势了很失望,1,款 手机 拍照 效果 失望 网上 卖家 演示 拍照 效果 过于 虚张声势 知道 这款 蔡司 镜头 适用 拍 效果 居然 千元 机 效果 表示 购机 效果 失望 差评 太 过于 虚张声势 失望 
运行速度太卡了凭良心评价刚买第一天的时候开机试用一下就出现语音接收就很差然后客服让我关机重启这真的有点搞笑了新手机居然需要关机重启重启了两次依然差现在使用差不多个把月了真心不好用运行太差了太差了接受信号也好差好差有时上课好着急看不到想着我之前手机内存不够我才没退将就用现在真心后悔买拍照效果就多一个超微距拍出来的画质不是太好有雪花的模糊样子感觉还没以前刚出来的老款拍出来的照片好看屏幕音效音质也不太好在稍微有干扰声音的时候把音量开到一半了通话的时候都好小我不想说了无语了,1,运行 速度 太卡 凭良心 评价 刚买 第一天 开机 试用 一下 出现 语音 接收 差 客服 关机 重启 真的 有点 搞笑 新手机 居然 需要 关机 重启 重启 两次 依然 差 现在 使用 差不多 个把月 真心 不好 运行 太差 太差 接受 信号 差好 差 上课 着急 看不到 想着 之前 手机 内存 不够 没退 现在 真心 后悔 买 拍照 效果 一个 超微距 拍 画质 不是太好 雪花 模糊 样子 感觉 没 以前 刚 老款 拍 照片 好看 屏幕 音效 音质 不太好 稍微 干扰 声音 音量 开 一半 通话 不想 说 无语 
用了这么多手机还不到一个月没给过差评这次不得不提醒考虑这款手机的消费者首先手机只是从茶几高度掉下来想必用过手机的都知道基本只要不是掉在石子路或者使劲摔很少会摄像头会坏售后更搞笑要寄回回去翻新给我黑店,1,手机 不到 一个月 没 差评 不得不 提醒 考虑 款 手机 消费者 手机 茶几 高度 掉下来 想必 用过 手机 知道 基本 掉 石子路 使劲 摔 很少 会 摄像头 会坏 售后 更 搞笑 寄回 回去 翻新 黑店 
一天下来使用的频率很低早晨点到下午点就录了十几分钟视频就没电了使用期间手机发热发烫还得给它放地上或者空调吹它才能正常使用我真的是第一次买到这么无语的手机,1,一天 下来 使用 频率 低 早晨 点到 下午 点 录 十几分钟 视频 没电 使用 期间 手机 发热 发烫 放 地上 空调 吹 正常 使用 真的 第一次 买 无语 手机 
首先客服是机器人其次颜色是发白的有色差没照片好看然后充电器充电有电流声我嘶垃圾货又被骗了次品,1,客服 机器人 颜色 发白 色差 没 照片 好看 充电器 充电 电流 声 嘶 垃圾 货 骗 次品 
这个像素你品还万呢有没有三千万都是好的跟我妹的对比她华为像素明显比我好价格还低近五百我裂开了而且这个手机录音还会卡你敢信我原来的手机都不卡也是所以我才会继续选择这个真的除了好看点薄点没什么优势不推荐购买拍照效果辣鸡,1,像素 你品 万 有没有 三千万 我妹 华为 像素 明显 价格 低近 五百 裂开 手机 录音 还会卡 敢 信 原来 手机 不卡 会 继续 选择 真的 好看 点薄点 没什么 优势 推荐 购买 拍照 效果 辣鸡 
说实话这是我第一次对这个品牌的手机差评用了好几年这个牌子结果这次的太差了耗电超级快用都没用就没了而且后台也没有什么运行的问客服永远都是机器自动回复除了买手机的时候拍照效果并没有那么好真的太无语了差评,1,说实话 第一次 品牌 手机 差评 好几年 牌子 太差 耗电 超级 快用 没用 没 后台 没有 运行 问 客服 永远都是 机器 自动 回复 买手机 拍照 效果 没有 真的 太无语 差评 
而且还容易卡哪个新手机会这样好卡这辈子没这么无语过,1,容易 卡 新手机 会 好卡 这辈子 没 无语 
我用了五天了没有出什么大毛病感觉也非常的好用还有小语音功能也非常的棒国产但有待提高不要有一丝懈怠希望贵公司的研发经费能给足一点,1,我用 五天 没有 出 毛病 感觉 非常 语音 功能 非常 棒 国产 有待 提高 不要 一丝 懈怠 希望 贵 公司 研发 经费 足 一点 
一星都不想给垃圾中的战斗机网购那么久了第一个差评,1,一星 不想 垃圾 中 战斗机 网购 久 第一个 差评 
非常鸡肋好多功能都不够完善比如打着视频就不能开手电筒总体来说就两个字垃圾第一次买的产品也是最后一次了,1,非常 鸡肋 多功能 不够 完善 打着 视频 不能 开 手电筒 总体 两个 字 垃圾 第一次 买 产品 最后 一次 
后悔买了就这花了我一个月工资失望手机才玩一会儿就发烫耗电也贼快刚玩两天就有闪屏卡顿的情况无语子了,1,后悔 买 这花 一个月 工资 失望 手机 玩 一会儿 发烫 耗电 贼 快 刚玩 两天 闪 屏卡顿 情况 无语子 
无力吐槽了对产品质量有疑问申请换货中间打客服电话无数次终于换到新货结果一看还是之前的手机旧手机卡槽里的预置卡片被我取出来了新手机里也没有但是不想浪费我的时间精力了就这样吧这次购物给我答复感觉是手机质量有问题客服前后沟通各种不一致说好换新结果还是老手机对店铺诚信表示怀疑呵呵,1,无力 吐槽 产品质量 疑问 申请 换货 中间 客服 电话 无数次 终于 换 新货 一看 之前 手机 旧 手机卡 槽 里 预置 卡片 取出 新手机 里 没有 不想 浪费 时间 精力 购物 答复 感觉 手机 质量 问题 客服 沟通 一致 说好 换 新 老 手机 店铺 诚信 表示 怀疑 
如果售后会检查旧手机卡槽里卡片是否被取走了新手机要和老手机保持严格一致我收回怀疑诚信的问题并对相关表示歉意,1,售后 会 检查 旧 手机卡 槽 里 卡片 是否 取 走 新手机 老 手机 保持 严格 一致 收回 怀疑 诚信 问题 相关 表示歉意 
垃圾垃圾玩意儿谁买谁后悔换的第二个手机还是卡气死人,1,垃圾 垃圾 玩意儿 买 后悔 换 第二个 手机 卡 气死人 
真的是感到非常失望本来以为京东上买东西会好很多寄过来的快递箱子破烂不说还被戳了好多的洞换了一次还是这样接下来是手机问题从收到手机到现在不到一个月信号差不说通话声音还会时强时弱问客服客服回答声音会跟着信号变化而变化这信号这种东西本来就是时强时弱的通话声音随时变化那打电话发语音这些还得找个信号好的地方打才行不然连声音都听不到其次是手机触屏问题我该说是屏幕太灵敏了还是怎样我玩游戏还没松开技能键技能已经放了手机卡不说毕竟可以说是信号问题但是我信号满格信号满格也试过都是卡得不要不要的本来对这个牌子挺看好的真的是非常差的一次购物体验,1,真的 感到 非常 失望 本来 京东 买 东西 会 很多 寄过来 快递 箱子 破烂 说 戳 好多 洞换 一次 接下来 手机 问题 收到 手机 现在 不到 一个月 信号 差不说 通话 声音 还会 时强 时弱 问 客服 客服 回答 声音 会 跟着 信号 变化 变化 信号 这种 东西 本来 时强 时弱 通话 声音 变化 打电话 发 语音 找个 信号 地方 打才行 声音 听 不到 手机 触屏 问题 说 屏幕 太 灵敏 玩游戏 没 松开 技能 键 技能 已经 放 手机卡 不说 毕竟 说 信号 问题 信号 满格 信号 满格 试过 卡得 不要 不要 本来 牌子 挺 看好 真的 非常 差 一次 购物 体验 
买个手机还不能帖防窥膜贴了防窥膜手机指纹识别就用不成买手机也没说不能换膜现在让怎么解决这个事客服头里给要地址给免费贴膜后面有叫把手机邮过去给贴膜不邮不给贴邮过去我用什么一个烂膜至于不,1,买个 手机 不能 帖 防窥膜 贴 防窥膜 手机 指纹识别 买手机 没 说 不能 换膜 现在 解决 事 客服 头里 地址 免费 贴膜 后面 手机 邮 过去 贴膜 不邮 贴 邮 过去 我用 一个 烂膜 
游戏体验感极差打游戏时候突然给你卡一下按照客服操作还是一样非常失望,1,游戏 体验 感 极差 打游戏 突然 卡 一下 客服 操作 非常 失望 
好吧这个好像就是华彩不过玩游戏是真的带不动拍照可以适合女生带,1,好像 华彩 玩游戏 真的 带不动 拍照 适合 女生 带 
穿越火线都带不动一卡一卡的快递还发错网点晚了一天才到最最重要的我买的颜色是华彩瞧瞧给我发的啥,1,穿越 火线 带 不动 一卡 一卡 快递 发错 网点 晚 一天 最最 重要 买 颜色 华彩 瞧瞧 给我发 
你们真狗包装就这么随意吗我拿到手盒子里边都是晃来晃去老子就冲着京东快递买的结果你们给我这个态度很差,1,真狗 包装 随意 拿到 手 盒子 里边 晃来晃去 老子 冲着 京东 快递 买 态度 很差 
